c1,c2,c3,c4,x,y,z,tx,ty,tz
6.484369,2.088096,6.845898,3.029757,2.653999,1.450599,-0.9915352,2.355431,1.618322,-0.8032136
2.90821,7.74404,2.800949,7.704401,-2.4086,0.5214556,0.2657413,-3.21953,0.401751,0.1020614
5.536853,3.781991,6.072084,4.52956,1.601639,0.4199241,-0.5982771,1.02208,0.4153194,-1.035576
4.568147,5.434457,4.363277,5.263416,-0.1615524,0.5965571,0.06059028,-0.5415851,0.3231449,0.3049627
4.2996,5.912857,3.404084,5.297462,-0.8567734,1.396909,0.3213005,-1.029707,1.074421,1.149795
3.905621,5.459514,3.79781,5.382915,-0.454277,1.367564,0.1703434,-0.9095258,0.962638,0.138419
2.433173,6.484488,3.074467,6.75134,-1.691727,1.666203,-0.5476913,-2.258016,1.266369,-0.5886691
2.523509,7.525859,2.673208,7.577368,-2.398724,0.9333971,-0.02939987,-3.141904,0.762494,-0.1296568
7.04092,3.088375,6.670521,2.111719,2.743832,1.053592,0.3922005,2.502281,1.362439,0.8464506
6.438274,3.136714,6.139333,2.465564,2.149769,1.243379,0.1036053,1.975775,1.596008,0.6266607
5.451165,3.283843,5.793178,3.824832,1.557804,1.254725,-0.5841761,1.183223,1.246924,-0.6409521
7.777767,3.495872,7.338242,2.361623,3.304829,0.363864,0.5295569,3.017033,0.588879,1.10731
2.564495,6.116306,3.690574,6.667301,-1.405468,1.570166,-1.184321,-1.927036,1.225841,-1.17395
